timestamp,device_id,temperature_one,temperature_two,vibration_x,vibration_y,vibration_z,magnetic_flux_x,magnetic_flux_y,magnetic_flux_z,microphone_one,microphone_two
2026-03-13T13:27:36.611Z,IEMA-601-4-010,47.86,54.58,-1.833,1.191,1.421,-65.85,19.75,51.07,1947,2661
2026-03-13T13:28:06.613Z,IEMA-601-4-010,48.92,47.49,-1.362,-1.471,1.044,-64.9,21.57,7.42,235,3731
2026-03-13T13:28:36.616Z,IEMA-601-4-010,43.32,36.98,-0.836,0.777,-0.998,35.61,-60.29,-18.23,2494,2517
2026-03-13T13:29:06.618Z,IEMA-601-4-010,45.08,40.61,-1.042,1.46,0.534,-64.79,92.4,51.54,1520,2198
2026-03-13T13:29:36.621Z,IEMA-601-4-010,35.3,39.58,-1.295,-0.291,1.352,47.34,-70.94,28.82,2648,1922
2026-03-13T13:30:06.623Z,IEMA-601-4-010,37.96,38.63,-0.973,-0.987,1.695,75.26,-9.76,-61.77,2229,1854
2026-03-13T13:30:36.627Z,IEMA-601-4-010,36.19,32.68,0.954,0.247,0.527,-78.01,-39.8,57.76,509,3995
2026-03-13T13:31:06.630Z,IEMA-601-4-010,39.35,46.11,-0.312,1.005,-1.352,-65.5,-46.6,-41.48,3133,3308
2026-03-13T13:31:36.632Z,IEMA-601-4-010,53.29,34.83,0.973,0.196,0.462,17.76,-10.97,-62.45,3586,2896
2026-03-13T13:32:06.634Z,IEMA-601-4-010,34.15,39.97,-1.137,-1.897,-0.092,77.95,-20.53,-97.28,1294,118
2026-03-13T13:32:36.636Z,IEMA-601-4-010,53.06,54.01,-1.705,0.594,-1.844,55.69,71.03,-39,3876,3672
2026-03-13T13:33:06.639Z,IEMA-601-4-010,56.29,37.99,-1.87,0.394,-1.496,-8.35,-60.96,2.27,1567,3038
2026-03-13T13:33:36.642Z,IEMA-601-4-010,36.42,37.17,1.777,0.818,-0.245,-71.79,20.44,45.26,2925,895
2026-03-13T13:34:06.644Z,IEMA-601-4-010,31.04,31.08,-1.466,-1.205,-0.328,14.91,8.19,4.57,2177,1285
2026-03-13T13:34:36.647Z,IEMA-601-4-010,38.03,49.98,-0.856,-1.915,-0.269,-87.27,76.49,60.97,3210,3415
2026-03-13T13:35:06.650Z,IEMA-601-4-010,47.64,54.43,1.035,-0.527,0.283,-11.81,56.31,-8.38,2843,349
2026-03-13T13:35:36.653Z,IEMA-601-4-010,47.79,47.84,1.831,0.842,0.203,57.8,87.67,-43.58,3669,3061
2026-03-13T13:36:06.656Z,IEMA-601-4-010,34.26,42.28,-0.571,1.72,0.064,-0.8,76.96,95.09,3534,4
2026-03-13T13:36:36.659Z,IEMA-601-4-010,30.49,31.48,1.899,1.07,-1.793,-74.91,-75.33,53.03,4069,2867
2026-03-13T13:37:06.662Z,IEMA-601-4-010,43.5,55.5,1.961,-0.641,0.286,-78.69,10.52,11.31,2930,3662
2026-03-13T13:37:36.665Z,IEMA-601-4-010,42.94,47.02,-0.489,-0.742,0.86,-79.18,-97.48,36.16,1571,919
2026-03-13T13:38:06.666Z,IEMA-601-4-010,42.8,56.55,0.2,1.479,1.382,93.23,79.15,93.14,3999,2836
2026-03-13T13:38:36.668Z,IEMA-601-4-010,55.04,36.29,-1.598,-1.527,0.711,-72.95,-97.29,-99.63,2083,516
2026-03-13T13:39:06.671Z,IEMA-601-4-010,40.73,48.99,1.288,1.845,1.622,-41.02,-6.74,33.94,1002,1662
2026-03-13T13:39:36.674Z,IEMA-601-4-010,50.72,37.46,1.719,0.986,0.848,29.83,-67.37,-51.13,1069,2177
2026-03-13T13:40:06.676Z,IEMA-601-4-010,42.19,38.69,-0.458,-1.14,1.282,-55.74,92.84,-92.76,2584,870
2026-03-13T13:40:36.679Z,IEMA-601-4-010,40.73,59.22,1.785,-0.762,-1.355,-12.56,-54.24,-84.09,1366,604
2026-03-13T13:41:06.683Z,IEMA-601-4-010,45.24,32.4,0.186,-1.423,-1.838,-19.69,-97.91,9.43,800,2946
2026-03-13T13:41:36.684Z,IEMA-601-4-010,42.61,56.07,1.43,-0.562,-0.585,-90.58,53.31,5.04,3458,149
2026-03-13T13:42:06.687Z,IEMA-601-4-010,34.69,57.59,-1.057,-0.481,-1.865,-97.96,2.97,35.12,449,1511
2026-03-13T13:42:36.689Z,IEMA-601-4-010,36.32,50.43,-0.289,-1.785,0.656,46.59,-26,-82.49,653,1252
2026-03-13T13:43:06.691Z,IEMA-601-4-010,56.89,59.08,-1.067,-0.51,0.981,-52.08,42.73,-78.91,1148,3619
2026-03-13T13:43:36.695Z,IEMA-601-4-010,36.43,58.77,0.039,-0.455,-1.868,9.06,-97.62,46.78,3867,3662
2026-03-13T13:44:06.696Z,IEMA-601-4-010,48.08,42.6,-0.878,-0.792,0.454,-61.19,16.92,-36.65,1255,3982
2026-03-13T13:44:36.698Z,IEMA-601-4-010,43.99,55.55,0.377,-1.795,0.159,13.79,-49.33,92.25,1875,2828
2026-03-13T13:45:06.701Z,IEMA-601-4-010,30.16,39.78,-1.565,0.381,1.362,-28.42,-75.4,89.2,192,617
2026-03-13T13:45:36.705Z,IEMA-601-4-010,35.62,59.88,-0.775,0.651,0.758,71.79,-62.26,90.36,3393,3422
2026-03-13T13:46:06.706Z,IEMA-601-4-010,39.92,32.57,1.637,0.365,0.807,-87.72,-98.45,79.92,3468,1683
2026-03-13T13:46:36.709Z,IEMA-601-4-010,52.55,50.41,1.506,0.915,1.14,6.47,78.58,-86.32,2766,2364
2026-03-13T13:47:06.711Z,IEMA-601-4-010,51.72,35.88,0.457,-1.18,-1.73,87.6,-0.89,12.87,956,3015
2026-03-13T13:47:36.715Z,IEMA-601-4-010,43.52,50.21,1.702,0.66,-1.466,49.65,-87.03,84.66,3750,2632
2026-03-13T13:48:06.715Z,IEMA-601-4-010,44.63,33.94,0.093,0.841,0.428,-77.11,81.76,3.36,2483,289
2026-03-13T13:48:36.722Z,IEMA-601-4-010,52.9,35.14,-1.618,-1.923,-0.724,-33.66,-94,15.26,1673,4078
2026-03-13T13:49:06.721Z,IEMA-601-4-010,39.2,57.38,0.482,0.321,-0.685,-37.75,-98.59,73.14,1617,1704
2026-03-13T13:49:36.723Z,IEMA-601-4-010,53.89,31.07,-0.948,0.058,-1.411,0.71,-48.18,22.48,610,1376
2026-03-13T13:50:06.725Z,IEMA-601-4-010,34.61,35.45,1.961,-0.858,-1.729,90.32,-15.7,-63.99,3959,14
2026-03-13T13:50:36.726Z,IEMA-601-4-010,31.43,47.68,0.821,1.688,-0.622,20.66,-29.89,-9.39,3180,3417
2026-03-13T13:51:06.730Z,IEMA-601-4-010,59.84,41.82,0.723,0.332,1.836,47.68,98.35,27.93,992,3144
2026-03-13T13:51:36.732Z,IEMA-601-4-010,36.79,37.44,1.104,0.49,-1.269,23,26.91,-63.24,2987,3083
2026-03-13T13:52:06.735Z,IEMA-601-4-010,46.19,34.29,1.628,-1.623,1.009,86.73,17.48,-15.57,2322,4025
2026-03-13T13:52:36.738Z,IEMA-601-4-010,31.9,34.22,1.282,1.418,0.076,28.73,-18.91,8.02,3027,1276
2026-03-13T13:53:06.741Z,IEMA-601-4-010,31.91,38.26,0.761,1.733,-1.42,-86.02,-52.62,86.35,998,2932
2026-03-13T13:53:36.743Z,IEMA-601-4-010,34.5,34.21,-0.191,-1.584,-1.508,47.79,-32.68,-54.88,1334,123
2026-03-13T13:54:06.747Z,IEMA-601-4-010,48.66,31.63,0.493,1.873,1.801,40.02,56.89,80.01,559,2448
2026-03-13T13:54:36.750Z,IEMA-601-4-010,56.24,33.19,-1.099,1.538,-1.515,-24.36,5.42,-98.12,527,66
2026-03-13T13:55:06.754Z,IEMA-601-4-010,35.77,55.5,1.134,0.079,-1.176,20.65,-22.3,6.26,3382,3411
2026-03-13T13:55:36.755Z,IEMA-601-4-010,48.01,37.95,0.588,-1.308,1.071,-18.51,-35.84,60.97,3861,3712
2026-03-13T13:56:06.757Z,IEMA-601-4-010,51.08,52.21,-0.489,-1.136,1.816,-80.69,-75.79,-81.39,1317,3520
2026-03-13T13:56:36.766Z,IEMA-601-4-010,48.75,43.8,-0.122,-0.258,1.506,17.04,57.34,72.94,61,2457
2026-03-13T13:57:06.764Z,IEMA-601-4-010,58.64,45.89,0.259,-0.651,-0.289,94.72,77.65,-93.3,635,2582
2026-03-13T13:57:36.765Z,IEMA-601-4-010,44.8,34.41,-0.102,0.967,-1.2,-51.04,10.8,36.07,2660,1917
2026-03-13T13:58:06.769Z,IEMA-601-4-010,58.36,43.09,1.155,-1.066,0.592,-26.92,-25.85,-78.61,3689,2028
2026-03-13T13:58:36.783Z,IEMA-601-4-010,39.99,37.98,-1.8,0.308,1.562,-85.64,88.59,2.28,1253,2492
2026-03-13T13:59:06.774Z,IEMA-601-4-010,49,44.04,-0.892,0.176,0.077,60.34,-55.62,-53.77,1296,3759
2026-03-13T13:59:36.776Z,IEMA-601-4-010,56.72,35,-1.456,-0.709,-1.414,61.34,74.92,61.03,3306,927
2026-03-13T14:00:06.779Z,IEMA-601-4-010,52.86,36.67,0.583,-0.225,-0.348,15.21,-40.08,-4.42,3688,2828
2026-03-13T14:00:36.780Z,IEMA-601-4-010,45.86,49.78,-0.053,0.203,0.709,91.83,93.6,84.97,3466,1726
2026-03-13T14:01:06.788Z,IEMA-601-4-010,39.87,50.2,-1.071,1.28,-1.732,-28.97,25.23,63.54,699,488
2026-03-13T14:01:36.787Z,IEMA-601-4-010,32.76,34.2,1.746,0.54,1.416,-5.72,-61.29,86.5,2363,1929
2026-03-13T14:02:06.792Z,IEMA-601-4-010,43.38,31.74,-1.287,0.734,-1.114,-8.55,34.88,-78.06,2114,3670
2026-03-13T14:02:36.793Z,IEMA-601-4-010,40.52,48.12,-0.197,0.884,-1.269,15.26,80.19,-2.46,2553,2801
2026-03-13T14:03:06.796Z,IEMA-601-4-010,44.14,57.61,1.472,-1.342,1.407,1.32,-1.71,88.03,602,2429
2026-03-13T14:03:36.799Z,IEMA-601-4-010,48.28,34.17,1.849,-0.292,1.788,10.98,-25.45,80.81,2427,1282
2026-03-13T14:04:06.802Z,IEMA-601-4-010,42.52,58.16,-1.53,-0.473,0.093,6.59,-8.42,-34.74,105,1689
