timestamp,device_id,temperature_one,temperature_two,vibration_x,vibration_y,vibration_z,magnetic_flux_x,magnetic_flux_y,magnetic_flux_z,microphone_one,microphone_two
2026-03-13T13:26:06.703Z,IEMA-601-4-003,48.14,54.61,-0.148,1.381,0.076,83.02,2.22,-60.84,2506,37
2026-03-13T13:26:36.702Z,IEMA-601-4-003,39.24,51.4,0.683,0.368,1.644,-31.04,7.73,20.54,1397,2052
2026-03-13T13:27:06.707Z,IEMA-601-4-003,50.44,57.9,0.111,0.18,-1.995,62.78,42.68,-3.43,2003,217
2026-03-13T13:27:36.705Z,IEMA-601-4-003,56.97,57.9,-0.963,0.239,-1.139,92.59,91.27,95.78,4012,496
2026-03-13T13:28:36.716Z,IEMA-601-4-003,56.04,46.68,1.452,1.405,-0.709,84.32,-79.43,-78.63,806,583
2026-03-13T13:29:06.712Z,IEMA-601-4-003,33.2,36.08,-0.539,0.213,-1.849,92.47,48.31,-43.15,1368,3496
2026-03-13T13:29:36.718Z,IEMA-601-4-003,52.35,56.93,1.368,-1.027,-1.266,61.67,26.04,-73.4,2400,2451
2026-03-13T13:30:06.719Z,IEMA-601-4-003,43.72,55.49,1.218,-0.566,-1.434,-91.38,-81.59,-69.43,3294,1218
2026-03-13T13:30:36.720Z,IEMA-601-4-003,47.33,49.89,-1.045,1.061,-1.895,19.76,-23.22,-97.05,2292,1882
2026-03-13T13:31:06.718Z,IEMA-601-4-003,44.64,49.49,-1.363,0.117,-1.593,23.33,-7.71,-27.44,3360,476
2026-03-13T13:31:36.735Z,IEMA-601-4-003,49.15,49.49,0.271,0.562,-1.492,17.38,-52.26,-89.94,1318,486
2026-03-13T13:32:06.727Z,IEMA-601-4-003,56.45,39.07,1.508,1.944,-0.737,-57.17,0.02,41.95,3038,2177
2026-03-13T13:32:36.733Z,IEMA-601-4-003,35.27,43.09,-1.433,0.674,1.711,-87.57,-28.13,-95.11,2557,3426
2026-03-13T13:33:06.734Z,IEMA-601-4-003,44.87,51.1,1.527,0.788,-1.455,-82.08,99.16,-41.08,3901,340
2026-03-13T13:33:36.739Z,IEMA-601-4-003,56.55,54.31,1.278,1.583,0.981,-11.84,-76.81,-4.78,2896,1392
2026-03-13T13:34:06.747Z,IEMA-601-4-003,51.08,32.03,-0.988,-1.276,1.257,-91.47,-28.01,-69.74,1466,1431
2026-03-13T13:34:36.748Z,IEMA-601-4-003,48.16,49.78,-1.338,-1.218,-1.751,60.54,-37.18,78.49,3899,3297
2026-03-13T13:35:06.753Z,IEMA-601-4-003,50.92,48.95,-1.413,-1.86,0.751,-91.96,-31.43,83.23,3694,580
2026-03-13T13:35:36.750Z,IEMA-601-4-003,30.03,32.76,0.362,-1.377,0.257,-28.93,-88.33,-98,2263,938
2026-03-13T13:36:06.750Z,IEMA-601-4-003,59.52,35.22,1.997,-1.567,-1.237,75.11,82.52,-34.72,2465,399
2026-03-13T13:36:36.754Z,IEMA-601-4-003,53.05,44.91,-0.747,1.829,0.071,72.87,-73.78,-71.06,3367,3519
2026-03-13T13:37:06.755Z,IEMA-601-4-003,58.5,50.19,1.652,0.595,-0.161,-54.2,37.4,-32.95,3994,1098
2026-03-13T13:37:36.767Z,IEMA-601-4-003,35.85,42.93,-0.957,-0.749,-1.741,26.35,44.75,39.53,1092,1583
2026-03-13T13:38:36.761Z,IEMA-601-4-003,40.22,51.08,-1.605,0.704,0.711,11.15,-29.56,-69.64,2999,3302
2026-03-13T13:39:06.774Z,IEMA-601-4-003,37.4,55.97,1.991,1.004,-0.57,-97.79,-71.55,-78.67,475,3894
2026-03-13T13:39:36.815Z,IEMA-601-4-003,31.14,50.07,1.572,0.457,-0.524,-36.16,81.37,25.12,1419,2987
2026-03-13T13:40:36.774Z,IEMA-601-4-003,48.34,34.66,0.457,-0.445,-0.358,40.62,-35.15,70.72,3792,1976
2026-03-13T13:41:06.785Z,IEMA-601-4-003,31.06,41.2,0.321,1.247,-1.166,15.83,-90.88,-55.04,2914,1327
2026-03-13T13:41:36.736Z,IEMA-601-4-003,34.85,57.69,0.673,-0.443,0.274,-50.07,-18.62,9.43,1291,3018
2026-03-13T13:42:06.778Z,IEMA-601-4-003,31.99,39.95,1.826,-1.278,-1.542,70.19,-77.42,53.09,3144,2893
2026-03-13T13:42:36.822Z,IEMA-601-4-003,43.19,49.35,0.114,1.456,1.559,74.33,-60.88,-35.27,1510,3292
2026-03-13T13:43:36.830Z,IEMA-601-4-003,47.03,46.47,1.554,0.611,0.35,29.19,3.49,14.07,369,1144
2026-03-13T13:44:36.840Z,IEMA-601-4-003,45.26,31.78,-1.725,1.951,0.444,-71.82,-50.2,-2.46,513,2697
2026-03-13T13:45:36.839Z,IEMA-601-4-003,32.65,33.26,1.87,0.197,-0.23,-96.69,96.27,67.88,278,1104
2026-03-13T13:46:36.849Z,IEMA-601-4-003,31.45,58.96,0.905,-0.31,-0.086,48.29,-49.95,-50.72,2298,2502
2026-03-13T13:47:36.861Z,IEMA-601-4-003,51.71,54.64,0.442,-1.374,-0.662,-41.73,30.48,53.14,3878,4079
2026-03-13T13:48:36.858Z,IEMA-601-4-003,57.32,34.78,-1.848,-0.419,-1.647,-55.17,51.95,27.71,3535,3250
2026-03-13T13:49:36.770Z,IEMA-601-4-003,50.1,44.05,-1.974,1.401,-1.496,14.19,43.31,21.32,1624,617
2026-03-13T13:50:06.838Z,IEMA-601-4-003,39.59,42.79,1.133,-0.318,1.193,-94.94,3.52,99.58,3129,2094
2026-03-13T13:50:36.785Z,IEMA-601-4-003,34.44,34.13,1.905,0.806,1.076,-15.25,-14.12,53.83,904,3377
2026-03-13T13:51:06.831Z,IEMA-601-4-003,49.76,44.81,-1.768,0.09,-0.969,-18.95,-83.01,9.16,4051,2265
2026-03-13T13:51:36.788Z,IEMA-601-4-003,56.03,48.53,-1.803,-1.833,-1.706,95.85,10.91,74.3,2367,15
2026-03-13T13:52:06.834Z,IEMA-601-4-003,49.98,55.17,1.079,-0.338,-0.092,-29.56,69.25,9.04,1189,1601
2026-03-13T13:52:36.887Z,IEMA-601-4-003,30.38,39.03,1.359,0.019,-0.771,-20.06,52.07,-94.27,842,2426
2026-03-13T13:53:36.844Z,IEMA-601-4-003,38.05,58.7,-1.81,0.881,0.561,83.72,-54.24,-6.48,2942,1868
2026-03-13T13:54:06.852Z,IEMA-601-4-003,34.61,38.37,-0.92,0.992,1.011,-41.76,-72.92,50.66,4011,2640
2026-03-13T13:54:36.850Z,IEMA-601-4-003,35.61,38.37,-0.92,0.992,1.011,-22.73,-1.71,-42.08,752,3559
2026-03-13T13:55:06.850Z,IEMA-601-4-003,57.74,56.25,1.09,-0.784,-1.037,-56.19,-0.89,36.49,2748,2872
2026-03-13T13:55:36.900Z,IEMA-601-4-003,45.11,46.97,0.241,1.504,1.666,-52.36,-7.41,-98.03,1448,3812
2026-03-13T13:56:36.864Z,IEMA-601-4-003,36.11,57.06,-1.376,0.847,0.879,-28.14,86.54,-17.3,2372,3314
2026-03-13T13:57:36.903Z,IEMA-601-4-003,44.59,34.79,-1.339,0.823,-1.544,-33.37,65.02,-27,1126,908
2026-03-13T13:58:36.915Z,IEMA-601-4-003,38.02,46.22,1.576,1.614,-1.131,31.82,-6.7,68.38,4086,3813
2026-03-13T13:59:36.913Z,IEMA-601-4-003,55.52,43.96,0.97,-1.01,0.264,-85.44,93.4,44.67,567,3207
2026-03-13T14:00:36.931Z,IEMA-601-4-003,50.63,31.52,-1.715,0.989,0.803,73.05,96.49,78.59,642,3183
2026-03-13T14:01:36.889Z,IEMA-601-4-003,36.55,48.75,-1.288,-0.537,1.359,19.1,-95.67,46.7,3275,1825
2026-03-13T14:02:06.895Z,IEMA-601-4-003,36.53,31.99,0.806,1.273,-0.405,-7.79,50.36,-39.1,1255,1179
2026-03-13T14:02:36.935Z,IEMA-601-4-003,35.25,37.21,0.024,1.427,-1.753,8.53,-40.92,-63.14,3215,3293
2026-03-13T14:03:36.893Z,IEMA-601-4-003,45.76,42.08,1.965,-1.535,-0.775,-65.21,91,13.39,2795,2663
2026-03-13T14:04:06.897Z,IEMA-601-4-003,58.02,39.83,-1.376,-1.633,0.91,-17.16,-14.9,-44.14,2975,516
2026-03-13T14:17:36.972Z,IEMA-601-4-003,48.15,46.93,-0.532,0,-0.456,25.14,-59.3,57.02,2197,1003
2026-03-13T14:18:36.976Z,IEMA-601-4-003,36.02,33.03,1.31,-1.98,1.845,53.02,-8.11,72.35,2089,1574
2026-03-13T14:19:06.979Z,IEMA-601-4-003,32.06,35.26,-1.251,0.237,0.753,86.05,57.15,46.3,482,1824
2026-03-13T14:19:37.032Z,IEMA-601-4-003,58.72,43.22,-0.12,0.907,-0.221,97.03,69.14,14.35,771,1845
